OID,PID
4036,669
4037,386
4037,386
4037,386
4037,98
4037,98
4037,98
4037,249
4037,249
4037,847
4038,584
4038,584
4038,416
4038,480
4038,480
4038,947
4038,851
4039,262
4039,262
4039,948
4039,948
4039,119
4039,178
4040,31
4040,31
4040,31
4040,464
4040,464
4040,538
4040,538
4041,843
4041,843
4041,843
4041,592
4041,592
4041,592
4041,115
4041,115
4041,57
4041,57
4041,57
4042,894
4042,339
4042,339
4042,583
4042,583
4042,583
4043,101
4043,101
4043,717
4044,686
4044,655
4044,655
4044,655
4044,707
4044,707
4044,61
4044,61
4045,824
4045,824
4045,824
4045,598
4045,598
4045,598
4046,285
4046,738
4046,738
4046,738
4046,382
4047,177
4047,755
4047,755
4047,755
4047,56
4047,367
4047,367
4047,515
4048,192
4048,192
4048,836
4048,836
4048,836
4048,80
4048,959
4048,569
4048,569
4048,569
4049,511
4049,511
4049,511
4049,186
4049,316
4049,316
4049,316
4049,79
4049,898
4050,847
4050,847
4050,847
4051,273
4051,273
4052,767
4052,767
4052,891
4052,891
4053,513
4053,513
4053,773
4053,773
4053,400
4053,400
4054,812
4054,812
4054,812
4054,868
4054,868
4054,868
4055,122
4055,122
4055,879
4055,108
4055,108
4055,108
4056,323
4056,323
4056,305
4056,305
4056,305
4056,353
4056,353
4056,353
4056,640
4056,640
4056,540
4056,540
4056,540
4057,358
4057,358
4058,240
4058,240
4058,240
4058,279
4058,279
4058,279
4058,363
4059,823
4059,823
4059,823
4059,658
4059,658
4059,658
4059,808
4059,808
4060,329
4060,329
4060,329
4060,781
4060,781
4061,1012
4061,1012
4061,1012
4061,65
4061,863
4061,863
4061,863
4062,466
4062,466
4062,466
4063,978
4063,978
4063,978
4063,590
4063,590
4064,445
4064,445
4064,445
4064,469
4064,469
4064,686
4064,202
4064,202
4065,411
4065,897
4065,582
4065,582
4065,582
4065,234
4065,234
4065,199
4065,199
4065,199
4066,783
4066,783
4066,783
4066,769
4066,769
4066,769
4066,184
4066,140
4066,140
4066,140
4066,547
4066,547
4067,302
4067,385
4067,385
4068,765
4068,765
4068,1015
4068,1015
4069,653
4069,313
4069,313
4069,10
4069,10
4069,560
4069,560
4070,56
4070,56
4071,934
4071,934
4071,934
4071,56
4071,56
4071,251
4071,929
4071,929
4071,929
4071,46
4072,204
4072,225
4072,225
4072,714
4072,774
4072,758
4072,758
4073,924
4074,180
4074,374
4074,562
4074,562
4074,562
4075,512
4075,688
4075,688
4075,688
4075,119
4075,119
4076,545
4076,351
4076,389
4076,765
4076,765
4076,668
4076,668
4076,668
4077,715
4077,826
4078,913
4078,453
4079,109
4079,109
4079,109
4080,824
4080,824
4080,824
4080,747
4080,725
4081,688
4081,688
4081,688
4082,703
4082,154
4082,712
4082,712
4082,712
4082,196
4082,551
4082,551
4083,305
4083,305
4083,1009
4083,1009
4083,1009
4083,990
4083,293
4083,654
4084,762
4084,762
4084,762
4084,508
4084,508
4085,1002
4085,1002
4086,923
4086,923
4087,16
4087,16
4087,16
4087,437
4087,437
4087,437
4088,902
4088,707
4088,707
4088,707
4088,12
4088,12
4088,12
4089,962
4089,962
4089,773
4089,773
4089,773
4089,589
4089,589
4089,589
4089,915
4090,583
4090,583
4090,214
4091,451
4091,305
4091,305
4091,305
4091,910
4091,170
4091,170
4091,170
4091,758
4092,934
4092,934
4092,934
4092,123
4092,164
4092,622
4092,622
4092,703
4092,703
4092,703
4093,443
4093,536
4093,536
4094,220
4095,323
4095,323
4095,323
4096,1028
4096,1010
4096,1010
4096,1010
4096,799
4096,799
4096,192
4097,764
4097,248
4097,248
4098,161
4098,634
4098,634
4098,194
4098,194
4098,194
4099,186
4099,687
4099,517
4099,112
4100,827
4100,827
4100,571
4100,571
4100,712
4100,332
4100,332
4101,790
4101,790
4101,790
4101,574
4101,574
4101,574
4101,314
4101,314
4101,314
4102,548
4102,548
4102,541
4102,541
4102,304
4102,923
4103,419
4103,326
4103,326
4103,326
4103,719
4103,425
4104,999
4104,999
4104,999
4104,328
4105,51
4105,51
4105,51
4105,31
4105,31
4106,89
4106,139
4106,988
4106,988
4106,988
4107,747
4107,747
4107,2
4107,2
4107,867
4107,867
4107,867
4107,877
4107,798
4107,798
4108,924
4108,480
4108,480
4108,211
4108,658
4108,658
4109,236
4109,236
4110,946
4110,179
4111,339
4111,339
4111,49
4112,328
4112,328
4112,328
4113,227
4113,227
4113,227
4113,178
4113,178
4113,843
4113,354
4113,494
4113,494
4113,494
4114,805
4114,266
4114,266
4114,266
4115,621
4115,245
4115,245
4115,245
4115,274
4115,274
4115,638
4116,752
4116,752
4116,496
4117,339
4117,339
4117,339
4117,619
4117,912
4117,912
4117,912
4117,358
4117,358
4117,406
4117,406
4117,406
4118,329
4118,329
4118,901
4118,901
4118,901
4118,724
4118,609
4118,609
4119,94
4119,94
4119,94
4119,917
4119,246
4120,199
4120,821
4120,821
4120,296
4120,296
4120,452
4120,452
4120,338
4121,426
4121,426
4121,426
4122,363
4122,398
4122,398
4122,398
4122,620
4122,620
4122,620
4122,307
4122,541
4122,541
4122,541
4123,127
4123,127
4123,127
4123,541
4123,123
4124,213
4124,213
4125,113
4125,113
4125,113
4125,739
4125,739
4125,739
4125,555
4125,555
4125,555
4125,156
4126,685
4126,685
4126,685
4126,122
4126,1000
4126,1000
4126,625
4126,625
4126,609
4126,609
4127,463
4127,463
4127,800
4127,939
4127,939
4127,256
4127,256
4128,915
4128,915
4128,915
4128,778
4128,112
4128,112
4128,112
4128,821
4129,973
4129,973
4129,973
4129,768
4129,768
4129,761
4129,761
4129,761
4129,446
4130,329
4130,768
4130,768
4130,768
4130,783
4130,783
4130,783
4130,887
4131,3
4131,3
4131,3
4131,207
4131,207
4131,207
4132,262
4132,497
4132,549
4132,549
4132,549
4132,521
4132,521
4132,521
4132,430
4132,430
4133,797
4133,797
4133,797
4133,934
4133,335
4133,335
4133,335
4133,443
4133,683
4134,60
4134,60
4134,60
4134,114
4134,114
4134,892
4134,892
4134,892
4134,603
4135,447
4135,447
4135,236
4135,236
4135,53
4136,517
4136,517
4137,775
4137,775
4137,775
4137,287
4137,287
4137,529
4137,529
4137,679
4137,679
4137,679
4138,447
4138,220
4139,757
4139,757
4139,734
4139,629
4139,629
4139,629
4139,772
4139,430
4139,430
4140,441
4140,441
4140,509
4140,137
4141,846
4141,944
4141,944
4141,944
4142,109
4142,109
4143,888
4143,252
4143,252
4143,252
4143,389
4143,401
4143,413
4143,413
4143,413
4144,541
4144,3
4144,3
4144,3
4144,971
4144,971
4144,971
4144,202
4144,202
4144,202
4144,1004
4145,728
4145,728
4145,728
4146,553
4146,268
4146,268
4146,341
4146,556
4146,556
4146,556
4146,607
4146,607
4147,796
4147,796
4147,101
4147,101
4147,101
4148,45
4148,45
4148,751
4148,751
4148,827
4148,827
4148,827
4148,944
4148,944
4149,734
4149,734
4149,569
4149,569
4149,630
4150,942
4150,889
4150,118
4150,8
4151,141
4151,141
4151,993
4151,993
4151,939
4151,939
4151,704
4151,704
4151,704
4151,840
4151,840
4152,713
4152,157
4152,157
4153,828
4153,854
4153,854
4154,281
4154,229
4154,382
4154,382
4154,984
4155,622
4155,622
4155,385
4155,141
4155,141
4155,141
4155,1019
4155,1019
4155,1019
4156,893
4156,489
4156,489
4156,290
4156,678
4156,678
4156,446
4156,446
4157,937
4157,937
4157,932
4157,932
4157,932
4157,791
4157,791
4157,791
4157,814
4157,814
4157,814
4157,795
4157,795
4158,739
4158,1006
4158,1006
4158,1006
4158,724
4159,841
4159,841
4159,676
4160,1019
4160,1019
4161,267
4161,267
4161,715
4161,634
4162,659
4162,659
4162,659
4162,384
4162,384
4163,114
4163,114
4163,114
4163,566
4163,794
4163,794
4163,590
4163,745
4163,745
4163,745
4164,1015
4164,1015
4164,1015
4164,147
4165,971
4165,971
4165,971
4165,307
4165,307
4165,613
4165,613
4165,613
4165,243
4165,243
4165,243
4166,911
4166,911
4166,911
4166,942
4166,917
4166,917
4167,501
4167,501
4167,501
4167,125
4167,27
4167,80
4167,80
4167,748
4167,748
4167,748
4168,844
4168,844
4168,844
4168,580
4168,580
4168,580
4168,440
4168,440
4168,281
4168,588
4168,588
4168,588
4169,415
4169,110
4169,110
4169,58
4169,58
4169,58
4170,819
4171,436
4171,569
4171,569
4171,49
4171,53
4171,53
4171,53
4172,47
4173,937
4173,937
4173,937
4173,93
4173,93
4173,368
4173,368
4173,819
4173,819
4173,849
4173,849
4174,983
4174,983
4174,47
4174,47
4174,584
4174,584
4175,349
4175,254
4175,254
4175,254
4176,133
4176,949
4176,949
4176,266
4176,907
4176,261
4176,261
4177,18
4177,211
4177,726
4177,483
4177,483
4178,781
4178,437
4179,932
4179,932
4179,93
4179,93
4179,93
4179,231
4179,231
4179,231
4180,851
4180,851
4180,851
4180,479
4180,479
4180,479
4180,98
4180,98
4180,80
4180,80
4180,80
4180,847
4181,129
4181,824
4181,883
4181,721
4181,966
4181,966
4181,966
4182,219
4182,219
4183,332
4183,332
4183,306
4183,306
4183,306
4183,469
4183,469
4183,469
4183,722
4184,235
4184,218
4184,218
4184,967
4184,967
4184,392
4184,392
4185,373
4185,959
4185,615
4185,614
4185,614
4186,597
4186,179
4186,179
4186,696
4186,696
4186,262
4186,262
4186,262
4187,953
4187,370
4187,370
4187,370
4187,912
4187,912
4187,912
4187,596
4187,596
4187,596
4187,553
4188,585
4188,585
4188,682
4188,682
4188,682
4188,783
4188,783
4188,783
4188,724
4188,581
4188,581
4188,581
4189,430
4189,430
4189,430
4189,339
4189,389
4189,389
4189,389
4189,286
4190,585
4190,585
4190,585
4190,68
4190,68
4190,68
4191,506
4191,506
4191,685
4191,46
4191,46
4191,46
4192,819
4192,156
4192,156
4192,45
4192,45
4193,608
4193,608
4193,608
4193,441
4193,441
4193,869
4193,869
4193,705
4193,705
4193,9
4194,195
4194,195
4194,195
4194,992
4194,992
4194,992
4195,354
4195,913
4195,913
4195,944
4195,944
4195,800
4196,320
4196,320
4196,320
4196,923
4196,8
4197,823
4197,823
4197,823
4197,770
4197,481
4197,481
4197,993
4197,993
4197,993
4198,326
4198,568
4198,44
4198,44
4199,300
4199,331
4199,331
4199,630
4199,1005
4199,1005
4200,607
4200,607
4200,607
4200,926
4200,574
4200,574
4200,574
4200,738
4200,738
4200,738
4201,524
4201,524
4201,91
4201,91
4202,661
4202,661
4203,435
4203,435
4203,435
4203,199
4203,199
4204,1016
4204,1016
4204,1016
4205,848
4205,848
4205,848
4205,1017
4205,1017
4205,716
4205,349
4205,349
4205,349
4205,361
4205,361
4206,70
4206,376
4206,376
4206,368
4206,368
4206,368
4206,622
4206,409
4206,409
4207,332
4207,701
4207,701
4207,701
4207,26
4207,26
4208,609
4208,609
4208,625
4208,289
4208,289
4208,289
4208,853
4208,853
4208,853
4208,617
4208,617
4209,923
4209,923
4209,923
4209,581
4209,581
4209,581
4210,302
4210,302
4210,302
4210,401
4210,311
4210,436
4210,436
4210,436
4210,342
4210,342
4210,342
4211,715
4212,221
4212,879
4212,879
4212,879
4212,411
4212,411
4212,187
4213,543
4213,543
4213,543
4213,392
4213,392
4213,392
4214,293
4214,293
4214,906
4214,906
4214,831
4214,748
4214,748
4214,748
4214,95
4214,95
4214,95
4215,1008
4215,1008
4215,930
4215,156
4215,382
4215,382
4215,382
4216,48
4216,54
4216,763
4217,732
4217,732
4217,732
4217,803
4217,803
4217,803
4218,994
4218,376
4218,163
4218,163
4218,163
4219,450
4219,450
4219,450
4220,338
4220,737
4221,211
4221,211
4221,446
4221,446
4221,358
4221,358
4222,382
4222,382
4222,382
4222,973
4222,833
4222,833
4222,833
4222,739
4222,739
4222,739
4222,103
4222,103
4223,175
4223,175
4223,213
4223,213
4224,806
4224,806
4224,806
4224,977
4224,977
4224,977
4224,880
4224,777
4224,777
4224,731
4224,731
4224,731
4225,936
4225,936
4225,936
4225,777
4225,777
4225,114
4225,114
4225,506
4225,506
4225,506
4226,382
4226,382
4226,382
4226,770
4226,981
4226,981
4226,981
4227,1026
4227,1026
4227,847
4228,858
4228,858
4228,858
4228,461
4228,461
4228,461
4228,284
4228,284
4228,153
4228,153
4228,153
4228,128
4229,554
4229,554
4229,253
4229,253
4229,401
4229,401
4229,401
4229,638
4229,638
4229,638
4229,608
4229,608
4229,608
4230,516
4230,516
4230,670
4230,670
4230,906
4230,906
4230,473
4230,602
4230,602
4230,602
4231,838
4231,838
4231,838
4231,679
4231,679
4232,592
4232,726
4232,726
4232,726
4232,791
4233,688
4233,688
4233,440
4233,301
4233,301
4233,301
4234,610
4234,610
4234,610
4234,1017
4234,1017
4234,1017
4234,528
4234,528
4234,528
4234,72
4234,72
4234,581
4235,341
4235,341
4235,341
4236,555
4236,555
4237,1005
4237,1005
4237,1005
4237,389
4237,316
4237,332
4237,152
4238,629
4238,629
4238,629
4238,361
4238,1020
4238,1020
4238,659
4239,771
4239,771
4240,763
4240,763
4240,763
4241,42
4241,42
4241,42
4241,511
4241,476
4241,476
4241,476
4242,59
4242,223
4242,223
4243,672
4244,332
4244,332
4244,332
4244,278
4244,278
4244,650
4244,655
4244,567
4245,375
4245,375
4245,375
4245,118
4245,118
4245,118
4245,903
4245,903
4245,903
4246,866
4246,776
4246,776
4246,776
4246,505
4246,505
4246,505
4247,976
4247,976
4247,976
4247,392
4247,392
4247,392
4247,866
4247,165
4247,165
4247,115
4248,671
4248,671
4248,671
4249,259
4249,122
4249,173
4249,173
4250,297
4250,297
4250,523
4250,523
4250,523
4250,54
4250,603
4250,603
4250,603
4251,769
4251,769
4251,597
4251,597
4252,198
4252,198
4252,962
4252,962
4252,962
4252,635
4253,482
4254,793
4254,781
4254,781
4254,903
4254,903
4254,950
4255,424
4255,424
4255,424
4256,672
4256,672
4257,883
4257,883
4257,883
4257,146
4257,146
4258,293
4258,806
4258,806
4258,806
4258,863
4258,863
4258,863
4258,712
4258,712
4258,712
4258,344
4258,344
4259,444
4259,444
4259,444
4259,361
4259,361
4259,361
4259,631
4259,252
4259,252
4259,252
4260,5
4261,162
4262,468
4262,60
4263,643
4263,138
4263,122
4263,122
4264,620
4264,620
4265,781
4265,103
4265,103
4265,766
4265,766
4266,421
4267,185
4267,185
4267,185
4267,59
4267,59
4267,590
4267,590
4267,590
4268,790
4268,670
4268,670
4268,538
4268,538
4268,643
4268,656
4269,250
4270,35
4270,138
4270,138
4270,138
4270,536
4270,536
4270,916
4270,916
4271,357
4271,357
4271,566
4271,566
4271,566
4271,80
4272,841
4272,841
4272,841
4272,79
4272,79
4272,501
4272,583
4272,583
4273,906
4273,906
4273,150
4274,669
4274,297
4274,297
4274,297
4275,545
4275,545
4275,545
4276,600
4277,176
4277,530
4277,763
4277,763
4277,763
4277,92
4278,1016
4278,808
4278,808
4279,544
4279,135
4279,135
4279,135
4280,756
4280,756
4280,530
4280,530
4280,530
4280,313
4280,313
4280,313
4281,819
4282,212
4282,212
4282,735
4282,958
4282,958
4283,561
4283,177
4283,177
4283,177
4284,484
4284,484
4284,484
4285,100
4285,100
4285,100
4285,206
4285,206
4285,206
4286,586
4287,152
4287,152
4287,955
4287,890
4288,354
4288,892
4288,892
4288,892
4289,814
4289,814
4289,814
4289,116
4289,792
4290,787
4290,787
4290,787
4290,398
4290,398
4290,398
4291,239
4292,765
4292,765
4292,410
4292,410
4292,410
4292,770
4292,360
4292,360
4292,78
4292,78
4293,1013
4293,1013
4293,1013
4293,756
4293,73
4294,208
4294,208
4294,208
4294,81
4294,81
4294,81
4294,546
4294,546
4295,293
4295,169
4295,556
4296,527
4296,527
4296,527
4296,359
4296,359
4296,11
4296,11
4296,11
4296,189
4296,189
4296,189
4297,394
4297,818
4297,629
4297,629
4297,526
4298,109
4298,543
4298,543
4298,543
4298,902
4298,500
4298,500
4299,589
4299,589
4299,589
4299,75
4299,75
4299,233
4299,233
4299,233
4299,428
4299,590
4299,590
4299,590
4300,141
4300,141
4300,141
4300,581
4300,581
4300,339
4300,919
4300,118
4301,287
4301,313
4301,683
4301,683
4301,683
4302,605
4302,43
4302,43
4302,928
4302,928
4302,310
4302,310
4302,310
4302,759
4302,759
4302,759
4303,806
4303,806
4303,555
4303,555
4303,555
4303,738
4304,1011
4304,1011
4304,219
4304,219
4304,219
4305,63
4305,63
4305,349
4305,349
4305,349
4305,1022
4305,1022
4306,595
4306,595
4306,505
4306,408
4306,408
4306,186
4306,186
4307,347
4307,347
4307,618
4307,618
4307,461
4308,537
4308,440
4308,151
4308,353
4309,996
4309,996
4309,996
4310,213
4310,578
4310,578
4310,713
4311,1022
4311,1022
4311,1022
4311,117
4312,931
4312,931
4312,931
4312,629
4312,629
4312,220
4313,374
4313,374
4313,374
4313,416
4313,406
4313,181
4314,284
4314,284
4315,432
4315,102
4315,102
4315,401
4315,401
4316,750
4316,0
4316,417
4316,417
4316,236
4316,236
4316,236
4317,964
4317,964
4317,964
4317,213
4317,213
4317,213
4317,812
4317,812
4318,838
4318,838
4318,838
4318,656
4318,656
4318,62
4318,62
4319,378
4319,378
4319,905
4319,1005
4319,1005
4319,893
4320,200
4320,200
4321,13
4321,13
4321,13
4322,607
4322,607
4322,607
4322,662
4322,662
4322,920
4322,920
4322,442
4322,442
4323,359
4323,359
4323,359
4323,872
4323,872
4323,591
4323,591
4323,591
4323,555
4323,555
4323,555
4324,680
4324,835
4325,766
4325,766
4325,970
4325,970
4326,450
4326,1023
4326,1023
4326,1023
4327,678
4327,678
4327,678
4327,0
4327,818
4327,525
4327,594
4327,594
4328,368
4328,605
4328,605
4328,576
4328,576
4328,674
4329,1
4329,1
4329,502
4329,502
4330,882
4330,882
4330,882
4330,557
4330,804
4331,768
4331,768
4331,768
4331,539
4331,539
4331,539
4331,207
4331,207
4331,207
4332,918
4332,918
4332,786
4333,152
4333,152
4334,417
4334,417
4334,417
4335,798
4335,798
4335,111
4335,111
4335,111
4336,959
4336,959
4336,75
4336,75
4336,75
4336,765
4337,1012
4337,1012
4337,705
4337,705
4337,81
4337,81
4337,81
4337,526
4337,444
4337,444
4337,444
4338,897
4338,1006
4338,1006
4338,557
4338,557
4338,685
4339,779
4339,779
4339,779
4339,76
4339,76
4339,76
4339,166
4339,748
4340,578
4340,668
4340,963
4340,963
4340,963
4340,339
4340,339
4341,923
4341,923
4341,923
4341,732
4342,188
4342,275
4342,275
4342,328
4343,550
4343,142
4343,142
4343,142
4344,605
4344,605
4345,578
4345,578
4345,94
4345,94
4345,94
4346,605
4346,605
4346,854
4346,854
4346,854
4346,136
4346,136
4346,136
4346,557
4346,557
4347,835
4347,196
4347,316
4347,316
4347,316
4348,396
4348,396
4348,1019
4348,1019
4348,633
4349,802
4350,400
4350,400
4350,400
4350,624
4350,624
4350,103
4350,103
4351,359
4351,359
4352,69
4352,69
4352,69
4353,196
4353,196
4354,882
4354,882
4354,882
4354,39
4354,321
4354,321
4354,711
4354,711
4354,286
4355,350
4355,350
4355,990
4355,990
4355,990
4355,290
4355,290
4355,447
4356,819
4356,819
4356,819
4357,29
4358,956
4358,956
4359,984
4359,984
4359,984
4359,307
4359,307
4359,307
4359,664
4359,664
4359,664
4359,1010
4359,1010
4359,433
4359,433
4359,433
4360,470
4361,356
4362,953
4362,953
4362,953
4363,88
4363,352
4363,352
4363,156
4363,900
4363,900
4363,900
4363,285
4364,581
4365,260
4365,260
4365,260
4365,544
4365,544
4365,781
4365,781
4365,721
4365,721
4365,352
4365,352
4365,352
4366,347
4366,347
4366,125
4366,421
4366,421
4366,421
4367,552
4367,873
4367,820
4367,134
4368,703
4369,934
4369,934
4369,992
4369,992
4369,992
4369,2
4369,2
4369,71
4369,71
4369,71
4369,772
4370,567
4370,123
4370,123
4370,123
4370,5
4370,76
4370,76
4370,53
4370,53
4370,53
4371,444
4371,444
4371,585
4371,940
4371,940
4371,940
4371,382
4371,382
4372,522
4372,522
4372,522
4372,1019
4372,1019
4372,1019
4372,53
4372,53
4372,53
4372,934
4372,44
4373,837
4373,460
4373,460
4373,741
4373,226
4373,226
4374,469
4374,469
4374,274
4374,116
4374,116
4375,245
4375,245
4375,245
4375,561
4375,924
4375,924
4375,924
4375,48
4375,48
4375,276
4375,276
4375,276
4376,1025
4376,1025
4376,1025
4376,281
4376,193
4376,193
4376,193
4377,366
4377,366
4377,498
4377,498
4377,498
4377,588
4377,588
4378,267
4378,267
4378,267
4378,481
4378,481
4378,60
4379,468
4379,468
4379,468
4379,843
4379,843
4379,843
4380,517
4380,781
4381,1017
4381,1017
4381,323
4381,872
4381,872
4381,46
4381,530
4381,530
4381,530
4382,727
4383,957
4383,957
4383,957
4383,658
4383,658
4383,676
4383,676
4384,801
4384,801
4384,801
4384,105
4384,821
4384,821
4384,821
4385,998
4385,998
4385,998
4385,1003
4386,837
4386,837
4386,211
4386,211
4386,211
4386,181
4386,181
4386,236
4387,284
4387,284
4387,616
4387,367
4387,367
4388,712
4388,712
4388,972
4389,478
4389,478
4389,478
4389,349
4390,14
4390,14
4390,708
4390,101
4390,101
4390,101
4390,545
4390,545
4390,545
4390,979
4390,979
4391,358
4391,358
4391,899
4391,909
4391,909
4391,732
4392,754
4392,207
4392,207
4392,207
4392,805
4392,280
4392,280
4393,69
4393,69
4393,69
4393,949
4393,949
4393,949
4394,940
4394,940
4394,940
4394,981
4394,981
4394,750
4395,739
4395,739
4395,739
4395,449
4395,1004
4395,1004
4395,1004
4395,189
4395,189
4395,572
4395,572
4396,488
4396,488
4396,488
4396,379
4396,379
4396,562
4396,562
4396,186
4396,186
4396,312
4396,312
4397,461
4397,134
4397,134
4397,419
4397,328
4397,328
4397,816
4397,816
4398,995
4398,995
4398,995
4399,448
4399,448
4399,448
4399,592
4399,592
4400,563
4401,664
4401,639
4401,639
4401,639
4401,580
4401,580
4401,580
4401,515
4401,515
4401,515
4402,104
4402,104
4402,104
4402,346
4402,346
4402,346
4402,904
4402,673
4402,951
4402,951
4402,951
4403,494
4403,317
4404,875
4404,55
4404,176
4404,176
4404,176
4404,721
4404,881
4404,881
4404,881
4405,560
4405,372
4405,372
4406,230
4406,230
4406,461
4406,461
4406,461
4406,493
4406,493
4406,905
4406,905
4406,905
4407,398
4407,398
4407,798
4407,798
4408,27
4408,346
4408,346
4408,50
4409,478
4409,429
4409,429
4409,429
4409,497
4409,290
4409,290
4409,404
4410,993
4410,136
4410,357
4410,357
4410,964
4411,1007
4411,437
4411,437
4411,437
4411,909
4411,909
4411,567
4411,567
4411,567
4412,669
4412,543
4412,543
4412,543
4412,686
4412,686
4412,609
4412,609
4412,609
4413,178
4413,514
4413,514
4413,514
4413,920
4413,920
4413,920
4413,10
4413,10
4414,1004
4414,1004
4414,1004
4414,523
4414,531
4414,435
4414,435
4414,289
4414,289
4415,919
4415,919
4415,919
4415,712
4415,712
4415,276
4415,867
4415,867
4415,867
4416,220
4416,683
4417,929
4417,929
4417,603
4418,346
4418,346
4418,346
4418,988
4418,348
4418,760
4418,760
4418,785
4419,377
4419,377
4419,63
4420,94
4420,806
4420,738
4420,671
4420,671
4420,671
4420,684
4420,684
4420,684
4421,235
4421,66
4421,66
4421,955
4422,545
4422,545
4422,545
4423,356
4423,356
4423,1002
4423,1002
4423,1002
4423,613
4423,613
4424,334
4424,334
4424,817
4424,817
4424,177
4424,844
4424,844
4424,844
4425,849
4425,849
4425,419
4425,419
4425,419
4425,170
4425,170
4425,170
4426,514
4426,337
4426,337
4427,693
4427,693
4427,12
4427,12
4427,12
4427,151
4427,151
4427,131
4427,131
4427,997
4428,64
4428,64
4428,970
4428,970
4428,970
4428,565
4428,565
4428,644
4428,644
4429,653
4429,653
4429,280
4429,280
4429,280
4430,693
4430,904
4430,904
4430,904
4430,505
4430,578
4430,578
4430,578
4431,909
4431,909
4431,949
4431,949
4432,231
4432,540
4432,540
4432,540
4432,81
4432,81
4433,380
4433,380
4433,380
4433,245
4433,994
4433,994
4434,397
4434,397
4434,130
4434,130
4434,130
4434,878
4434,878
4434,778
4434,778
4435,545
4436,340
4436,340
4436,622
4436,797
4436,797
4436,797
4436,933
4436,933
4437,488
4437,172
4437,172
4437,82
4437,82
4437,657
4437,657
4437,657
4438,994
4439,72
4439,72
4439,72
4439,557
4439,557
4439,557
4439,299
4439,299
4440,884
4441,488
4441,488
4441,488
4441,974
4441,974
4441,704
4441,704
4441,704
4442,378
4442,378
4442,378
4442,627
4442,627
4443,929
4443,929
4443,978
4443,614
4443,614
4443,614
4444,448
4444,448
4445,571
4445,571
4445,571
4445,786
4445,786
4445,786
4445,464
4445,464
4445,464
4446,216
4446,455
4446,455
4446,455
4446,277
4446,277
4446,277
4446,20
4446,20
4446,185
4447,82
4447,82
4447,82
4447,35
4447,35
4447,35
4448,1014
4448,1014
4448,1014
4449,711
4449,672
4450,451
4450,951
4450,951
4450,951
4451,579
4451,401
4451,401
4451,401
4451,645
4451,645
4451,218
4451,115
4451,115
4451,115
4452,124
4452,124
4453,358
4453,358
4453,358
4453,38
4453,38
4453,220
4453,220
4453,680
4453,680
4453,311
4454,69
4454,69
4454,69
4454,444
4454,444
4454,444
4454,561
4455,1008
4455,862
4455,862
4456,493
4456,493
4456,493
4456,319
4456,171
4456,171
4456,171
4456,364
4456,364
4456,364
4456,636
4456,636
4456,636
4457,199
4457,199
4457,262
4457,262
4457,564
4457,564
4457,564
4457,197
4457,197
4457,197
4457,965
4457,965
4457,965
4458,908
4458,908
4458,908
4458,792
4459,387
4459,387
4459,481
4459,481
4459,481
4459,376
4459,376
4459,376
4460,43
4460,43
4460,43
4460,795
4460,795
4461,456
4461,456
4461,895
4461,895
4462,551
4462,551
4462,13
4462,13
4462,13
4462,850
4462,850
4463,447
4463,447
4463,447
4463,207
4464,25
4464,25
4464,874
4464,874
4464,874
4464,878
4464,878
4465,529
4465,529
4465,392
4465,392
4465,392
4465,615
4465,615
4465,615
4465,79
4465,79
4466,293
4466,293
4467,310
4467,567
4467,567
4467,567
4467,639
4467,639
4467,639
4468,287
4468,287
4468,287
4468,832
4469,180
4469,180
4469,180
4470,934
4470,934
4470,463
4470,463
4470,616
4470,616
4470,814
4470,814
4471,379
4471,379
4471,134
4471,102
4471,102
4471,102
4471,665
4471,665
4472,209
4472,209
4472,926
4472,926
4472,23
4472,726
4472,726
4472,942
4472,942
4472,942
4473,890
4473,890
4473,890
4473,547
4473,547
4473,847
4474,814
4474,814
4475,475
4475,475
4475,475
4475,60
4476,775
4476,775
4476,478
4476,478
4476,478
4477,757
4477,757
4477,81
4477,81
4477,81
4477,110
4477,110
4477,874
4477,874
4478,790
4478,790
4478,790
4478,515
4478,515
4478,515
4478,708
4478,708
4478,341
4478,341
4478,341
4478,697
4478,697
4479,59
4479,59
4479,59
4479,778
4480,802
4480,674
4480,836
4480,836
4480,836
4481,337
4481,337
4482,149
4482,149
4482,149
4482,594
4482,899
4482,899
4482,251
4482,251
4483,658
4483,884
4483,884
4483,884
4484,959
4484,959
4484,959
4485,341
4485,341
4485,341
4485,616
4485,616
4485,89
4485,89
4485,844
4485,844
4486,85
4486,85
4486,85
4486,996
4486,996
4486,476
4486,476
4486,830
4486,830
4486,6
4487,884
4487,884
4487,884
4487,794
4487,789
4487,789
4487,789
4487,876
4487,876
4487,1014
4488,252
4488,252
4489,354
4489,354
4489,303
4489,931
4489,931
4489,931
4490,531
4490,531
4490,531
4491,83
4491,83
4492,449
4492,449
4492,449
4492,80
4493,94
4493,94
4493,95
4493,95
4493,95
4493,199
4493,199
4493,199
4493,974
4493,974
4493,974
4494,273
4494,273
4494,273
4495,591
4495,591
4495,397
4495,397
4495,397
4495,248
4495,248
4495,248
4495,178
4495,178
4496,257
4496,676
4496,676
4496,676
4496,427
4496,427
4496,427
4497,391
4497,281
4497,281
4497,281
4497,410
4497,410
4497,410
4497,882
4497,882
4497,882
4498,503
4498,66
4498,66
4499,945
4499,945
4499,945
4499,260
4499,260
4499,260
